track_id,frame_id,timestamp,x,y,w,h,confidence,class_name
0,0,0.000,1158.21,807.45,96.76,238.77,0.7379,person
1,0,0.000,55.86,598.09,80.12,236.59,0.7243,person
2,0,0.000,989.18,320.95,66.60,195.18,0.6342,person
3,0,0.000,601.75,763.70,73.09,198.38,0.6270,person
4,0,0.000,735.73,641.48,80.47,224.92,0.6104,person
5,0,0.000,1321.93,480.31,77.28,217.14,0.5784,person
1,1,0.040,1157.50,808.55,96.37,237.88,0.7487,person
2,1,0.040,56.05,597.52,79.87,235.91,0.7307,person
3,1,0.040,989.81,320.10,66.08,193.65,0.6587,person
4,1,0.040,601.91,763.62,73.20,198.67,0.6280,person
5,1,0.040,736.87,641.16,80.70,225.65,0.6213,person
1,2,0.080,1156.45,808.62,97.35,240.62,0.7687,person
2,2,0.080,57.03,596.73,80.20,236.91,0.7440,person
3,2,0.080,990.84,318.52,65.81,192.78,0.6885,person
4,2,0.080,602.21,764.00,72.98,198.03,0.6649,person
5,2,0.080,738.35,640.24,81.23,227.42,0.6714,person
6,2,0.080,1321.38,481.10,77.82,216.30,0.6288,person
1,3,0.120,1154.48,803.52,100.73,249.94,0.7646,person
2,3,0.120,59.09,596.11,80.44,237.58,0.7457,person
3,3,0.120,992.87,316.58,65.34,191.15,0.7308,person
4,3,0.120,601.93,763.96,72.81,197.53,0.6249,person
5,3,0.120,740.49,640.27,81.13,227.69,0.6770,person
6,3,0.120,1320.09,481.08,78.17,217.29,0.6465,person
1,4,0.160,1155.01,805.68,99.64,248.40,0.7785,person
2,4,0.160,60.24,595.77,80.53,238.11,0.7703,person
3,4,0.160,994.32,313.93,65.67,191.88,0.7190,person
4,4,0.160,601.84,764.01,73.15,198.50,0.6500,person
5,4,0.160,741.83,639.65,81.24,228.44,0.6766,person
6,4,0.160,1319.32,480.82,78.42,218.06,0.6496,person
1,5,0.200,1155.56,807.96,97.84,245.12,0.7684,person
2,5,0.200,62.00,595.10,79.60,235.42,0.8074,person
3,5,0.200,995.27,313.18,65.58,191.43,0.7228,person
4,5,0.200,601.63,763.86,73.22,198.76,0.6281,person
5,5,0.200,742.47,638.23,81.73,230.54,0.6602,person
6,5,0.200,1318.78,480.36,78.45,218.45,0.6391,person
1,6,0.240,1156.69,811.07,96.40,242.94,0.7781,person
2,6,0.240,62.91,593.84,78.00,230.51,0.7765,person
3,6,0.240,996.60,312.20,66.01,192.69,0.7091,person
4,6,0.240,601.61,764.08,73.36,199.24,0.6142,person
5,6,0.240,744.97,637.83,81.57,230.87,0.6184,person
6,6,0.240,1318.57,480.30,78.05,217.80,0.6514,person
1,7,0.280,1157.73,813.37,95.43,242.11,0.7804,person
2,7,0.280,62.98,591.60,77.57,229.43,0.7380,person
3,7,0.280,997.96,311.49,66.18,193.40,0.7120,person
4,7,0.280,601.72,764.11,73.28,199.11,0.6187,person
5,7,0.280,748.42,637.55,80.81,229.52,0.5905,person
6,7,0.280,1319.07,480.44,77.67,217.26,0.6521,person
8,7,0.280,1289.33,980.06,92.09,99.94,0.6093,person
1,8,0.320,1159.55,818.76,92.36,235.24,0.7702,person
2,8,0.320,62.94,588.69,77.71,230.48,0.7519,person
3,8,0.320,998.95,310.89,66.40,194.25,0.7048,person
4,8,0.320,601.61,764.16,73.06,198.35,0.5591,person
5,8,0.320,750.28,636.35,80.27,229.15,0.5912,person
6,8,0.320,1318.80,480.40,77.55,217.36,0.6330,person
8,8,0.320,1291.13,981.92,90.52,98.08,0.6217,person
1,9,0.360,1161.99,820.80,91.81,234.96,0.7643,person
2,9,0.360,62.55,584.51,78.20,232.10,0.6979,person
3,9,0.360,1000.18,310.52,66.57,194.86,0.6928,person
4,9,0.360,601.29,764.03,73.46,199.35,0.5646,person
5,9,0.360,752.23,634.24,80.03,229.99,0.6318,person
6,9,0.360,1319.07,480.47,77.49,217.88,0.6334,person
8,9,0.360,1294.25,983.41,89.51,96.59,0.6496,person
1,10,0.400,1164.13,822.83,91.95,235.97,0.7525,person
2,10,0.400,63.05,582.15,77.39,229.38,0.7076,person
3,10,0.400,1001.40,310.39,66.63,195.12,0.6806,person
4,10,0.400,601.02,764.33,73.70,199.94,0.5664,person
5,10,0.400,754.60,632.46,79.65,230.74,0.6379,person
6,10,0.400,1318.63,480.70,77.41,218.51,0.6608,person
8,10,0.400,1293.90,985.77,87.63,94.23,0.6150,person
9,10,0.400,1184.62,642.78,65.72,143.00,0.5683,person
1,11,0.440,1167.15,823.96,91.42,235.02,0.7321,person
2,11,0.440,64.08,578.79,76.16,225.20,0.7435,person
3,11,0.440,1002.50,310.53,66.48,194.95,0.6990,person
4,11,0.440,600.93,764.99,74.95,202.97,0.6132,person
5,11,0.440,756.11,631.80,79.09,230.75,0.6767,person
6,11,0.440,1318.25,481.74,76.54,217.18,0.7145,person
8,11,0.440,1295.36,987.36,86.53,92.64,0.6288,person
1,12,0.480,1167.45,821.53,92.48,238.57,0.7389,person
2,12,0.480,64.64,576.67,75.46,223.00,0.7287,person
3,12,0.480,1003.18,309.73,66.96,196.26,0.7058,person
4,12,0.480,601.06,764.09,74.30,201.54,0.6523,person
5,12,0.480,757.30,630.50,78.63,230.97,0.7082,person
6,12,0.480,1317.87,480.93,76.39,218.29,0.7107,person
8,12,0.480,1296.15,987.89,86.53,92.11,0.6079,person
1,13,0.520,1168.71,823.72,92.69,240.31,0.7496,person
2,13,0.520,64.93,575.25,75.37,222.17,0.7282,person
3,13,0.520,1004.40,309.54,66.85,196.31,0.7043,person
4,13,0.520,601.06,763.78,74.16,201.53,0.6596,person
5,13,0.520,757.90,630.09,78.10,230.86,0.7227,person
6,13,0.520,1317.90,480.89,75.69,217.69,0.6933,person
8,13,0.520,1297.17,989.71,85.47,90.29,0.6061,person
10,13,0.520,1001.09,838.20,121.14,241.57,0.7008,person
9,13,0.520,1185.90,655.10,89.88,194.72,0.5403,person
1,14,0.560,1169.67,825.64,92.21,239.80,0.7190,person
2,14,0.560,64.71,573.27,76.64,225.88,0.7461,person
3,14,0.560,1005.66,309.36,66.72,196.40,0.7082,person
4,14,0.560,601.22,763.46,73.92,201.16,0.6768,person
5,14,0.560,758.65,629.64,77.09,228.96,0.7376,person
6,14,0.560,1317.94,480.44,75.43,218.20,0.6778,person
8,14,0.560,1297.16,990.66,85.09,89.30,0.5486,person
10,14,0.560,1001.18,837.22,121.55,242.67,0.6684,person
9,14,0.560,1186.27,658.59,100.71,218.70,0.5816,person
1,15,0.600,1171.22,826.76,92.93,242.70,0.7230,person
2,15,0.600,64.03,572.03,77.53,227.93,0.7705,person
3,15,0.600,1006.64,307.70,66.84,197.06,0.6806,person
4,15,0.600,601.18,763.56,73.93,201.38,0.6544,person
5,15,0.600,759.52,629.92,76.58,228.38,0.7219,person
6,15,0.600,1318.08,480.45,75.06,218.18,0.6670,person
8,15,0.600,1299.24,993.36,83.13,86.62,0.5274,person
10,15,0.600,1000.79,834.76,122.53,245.06,0.6833,person
9,15,0.600,1190.05,663.95,103.16,223.59,0.5389,person
1,16,0.640,1172.14,827.81,94.00,245.77,0.7354,person
2,16,0.640,65.43,571.50,76.98,225.28,0.7635,person
3,16,0.640,1007.17,306.74,66.97,197.49,0.6740,person
4,16,0.640,601.08,763.11,73.50,200.24,0.6106,person
5,16,0.640,759.80,629.89,76.15,228.01,0.6956,person
6,16,0.640,1318.27,480.08,74.88,218.51,0.6520,person
10,16,0.640,999.24,831.98,123.59,247.63,0.6720,person
9,16,0.640,1194.63,669.12,104.38,225.25,0.5450,person
1,17,0.680,1174.05,828.05,94.71,247.24,0.7526,person
2,17,0.680,66.25,570.81,76.87,224.09,0.7634,person
3,17,0.680,1008.02,305.51,66.65,196.47,0.6754,person
4,17,0.680,600.56,762.41,73.72,200.69,0.6009,person
5,17,0.680,759.87,629.96,75.90,228.16,0.7073,person
6,17,0.680,1318.56,479.94,74.26,217.50,0.6368,person
10,17,0.680,998.41,829.57,124.45,249.79,0.6593,person
9,17,0.680,1202.20,671.68,101.75,218.17,0.5751,person
11,17,0.680,1026.55,83.56,66.01,184.38,0.5715,person
1,18,0.720,1176.07,829.64,94.47,246.12,0.7732,person
2,18,0.720,67.05,570.20,77.29,224.63,0.7556,person
3,18,0.720,1008.19,304.09,66.66,196.14,0.6284,person
4,18,0.720,600.18,762.44,73.66,200.23,0.6024,person
5,18,0.720,759.96,629.62,75.63,228.46,0.6921,person
6,18,0.720,1318.72,480.17,73.91,217.26,0.6420,person
10,18,0.720,999.65,827.41,124.28,250.12,0.7031,person
9,18,0.720,1211.86,675.25,100.58,215.91,0.6127,person
11,18,0.720,1027.74,84.98,65.10,181.71,0.5577,person
1,19,0.760,1178.71,829.85,95.05,246.98,0.7653,person
2,19,0.760,67.05,569.92,77.70,225.48,0.7764,person
3,19,0.760,1009.72,302.28,66.49,195.54,0.5986,person
4,19,0.760,599.98,761.91,73.98,201.00,0.6378,person
5,19,0.760,760.32,628.94,75.38,228.86,0.6925,person
6,19,0.760,1318.81,480.54,73.70,217.47,0.6180,person
10,19,0.760,997.12,823.67,126.49,255.18,0.7340,person
9,19,0.760,1227.97,680.56,80.76,165.97,0.5501,person
11,19,0.760,1029.08,87.01,64.07,178.74,0.5802,person
1,20,0.800,1180.61,831.55,95.48,246.99,0.7633,person
2,20,0.800,67.30,567.40,79.36,229.65,0.7570,person
3,20,0.800,1011.12,300.29,66.10,194.24,0.5919,person
4,20,0.800,599.70,761.81,74.24,201.40,0.6392,person
5,20,0.800,760.02,628.12,75.16,229.52,0.6881,person
6,20,0.800,1319.17,480.37,73.63,218.01,0.5999,person
10,20,0.800,998.71,821.64,126.23,255.54,0.6137,person
9,20,0.800,1229.65,686.55,92.78,189.57,0.5491,person
11,20,0.800,1030.09,88.48,64.16,178.99,0.5651,person
1,21,0.840,1182.59,833.38,95.59,246.52,0.7716,person
2,21,0.840,68.28,565.10,78.90,227.52,0.7539,person
3,21,0.840,1012.37,299.05,65.71,193.20,0.5845,person
4,21,0.840,599.17,761.83,74.31,200.63,0.6188,person
5,21,0.840,759.99,627.42,74.58,228.82,0.6650,person
6,21,0.840,1319.64,480.70,73.07,217.13,0.6095,person
10,21,0.840,1000.98,819.09,125.97,256.61,0.6652,person
9,21,0.840,1233.62,691.13,96.69,196.57,0.6601,person
11,21,0.840,1030.98,92.33,64.24,179.30,0.5559,person
1,22,0.880,1185.81,835.65,95.46,244.35,0.7660,person
2,22,0.880,68.99,561.70,78.80,225.98,0.7648,person
3,22,0.880,1013.65,298.16,65.51,192.30,0.5378,person
4,22,0.880,598.84,761.97,73.91,197.87,0.6317,person
5,22,0.880,759.52,626.84,74.31,229.11,0.6744,person
6,22,0.880,1319.50,480.92,72.96,217.25,0.6194,person
10,22,0.880,1002.11,817.92,124.62,255.41,0.6925,person
9,22,0.880,1238.95,696.17,93.42,186.71,0.5245,person
11,22,0.880,1032.79,95.06,64.20,179.09,0.5879,person
1,23,0.920,1187.31,836.95,95.77,243.05,0.7962,person
2,23,0.920,70.54,558.29,79.20,225.05,0.7860,person
3,23,0.920,1014.70,297.21,65.48,192.09,0.5695,person
4,23,0.920,598.16,762.22,74.02,195.82,0.5996,person
5,23,0.920,758.86,626.41,73.76,228.52,0.6754,person
6,23,0.920,1319.71,481.32,72.44,216.49,0.6215,person
10,23,0.920,1003.84,816.29,122.57,252.63,0.6765,person
11,23,0.920,1034.57,96.34,64.22,178.93,0.6155,person
1,24,0.960,1187.78,839.47,95.27,240.53,0.8063,person
2,24,0.960,70.50,554.72,81.51,229.70,0.7916,person
3,24,0.960,1016.04,296.04,65.56,192.41,0.5945,person
4,24,0.960,596.91,763.12,74.97,195.83,0.5676,person
5,24,0.960,758.07,625.73,73.38,228.49,0.6717,person
6,24,0.960,1319.64,482.08,71.70,214.84,0.6371,person
10,24,0.960,1003.62,814.51,122.82,255.42,0.7055,person
11,24,0.960,1036.00,96.98,64.73,180.06,0.6343,person
1,25,1.000,1188.92,842.88,94.55,237.12,0.8140,person
2,25,1.000,70.23,553.25,81.58,228.17,0.7902,person
3,25,1.000,1017.43,295.19,65.87,192.89,0.6069,person
4,25,1.000,595.58,763.39,76.17,196.34,0.5304,person
5,25,1.000,757.22,624.63,72.97,228.51,0.6953,person
6,25,1.000,1319.61,482.24,71.58,214.94,0.6515,person
10,25,1.000,1002.47,813.31,122.57,257.14,0.7176,person
11,25,1.000,1036.74,97.21,65.09,180.99,0.6404,person
9,25,1.000,1259.69,708.88,87.03,169.05,0.5785,person
1,26,1.040,1189.11,845.54,94.26,234.46,0.8106,person
2,26,1.040,70.92,551.53,80.75,224.92,0.7905,person
3,26,1.040,1017.71,294.62,66.24,193.85,0.5601,person
4,26,1.040,594.15,763.40,77.34,196.58,0.5324,person
5,26,1.040,756.51,623.94,72.19,227.47,0.6838,person
6,26,1.040,1319.62,482.42,71.31,214.53,0.6495,person
10,26,1.040,1002.09,812.81,121.43,256.88,0.7038,person
11,26,1.040,1037.83,97.47,64.66,179.34,0.6226,person
9,26,1.040,1272.24,715.54,76.59,141.01,0.6389,person
1,27,1.080,1189.78,848.10,94.20,231.90,0.8029,person
2,27,1.080,72.65,549.69,80.12,222.39,0.8028,person
3,27,1.080,1018.35,294.43,66.45,194.11,0.5564,person
4,27,1.080,593.14,762.89,78.65,197.20,0.5704,person
5,27,1.080,755.73,622.89,72.56,230.09,0.7024,person
6,27,1.080,1319.98,483.04,71.06,214.08,0.6491,person
10,27,1.080,1001.49,811.24,121.29,258.77,0.7392,person
11,27,1.080,1037.91,97.52,65.42,181.19,0.6493,person
9,27,1.080,1277.39,720.98,77.60,136.18,0.5437,person
1,28,1.120,1191.34,850.84,94.26,228.54,0.8163,person
2,28,1.120,73.67,547.47,80.15,222.37,0.8152,person
3,28,1.120,1019.25,296.20,66.23,192.51,0.5057,person
4,28,1.120,591.64,762.77,79.87,197.51,0.5632,person
5,28,1.120,755.49,621.76,72.32,230.84,0.6362,person
6,28,1.120,1319.98,482.99,70.92,214.00,0.6583,person
10,28,1.120,1001.26,810.14,121.21,260.53,0.7536,person
11,28,1.120,1037.80,97.72,65.68,181.67,0.6535,person
9,28,1.120,1283.15,725.02,79.08,133.34,0.5005,person
1,29,1.160,1192.38,853.06,94.64,225.41,0.8149,person
2,29,1.160,74.26,545.26,80.33,222.75,0.7798,person
3,29,1.160,1019.36,292.67,67.62,195.73,0.5370,person
4,29,1.160,591.02,762.54,81.33,198.60,0.6156,person
5,29,1.160,755.11,621.54,72.40,232.76,0.6252,person
6,29,1.160,1320.04,483.19,70.81,213.92,0.6642,person
10,29,1.160,1001.24,809.32,121.06,262.13,0.7530,person
11,29,1.160,1038.64,98.03,64.63,177.41,0.6982,person
1,30,1.200,1192.47,854.85,95.22,222.70,0.8186,person
2,30,1.200,75.81,542.38,80.33,223.73,0.7923,person
3,30,1.200,1020.67,290.35,68.04,197.07,0.5292,person
4,30,1.200,590.48,762.32,82.25,198.81,0.5557,person
5,30,1.200,754.00,620.64,72.39,234.87,0.6664,person
6,30,1.200,1319.84,482.34,71.23,215.54,0.6444,person
10,30,1.200,1001.32,808.52,120.91,263.57,0.7391,person
11,30,1.200,1038.78,99.01,65.42,179.03,0.7141,person
9,30,1.200,1289.98,734.95,90.44,149.58,0.5403,person
1,31,1.240,1189.53,856.01,95.88,221.51,0.8074,person
2,31,1.240,76.99,540.19,79.82,223.62,0.7685,person
3,31,1.240,1023.02,290.64,67.73,195.80,0.5505,person
5,31,1.240,753.34,620.27,72.66,236.85,0.6310,person
6,31,1.240,1319.42,481.85,71.48,216.71,0.6511,person
10,31,1.240,1001.54,807.74,120.26,264.14,0.7175,person
11,31,1.240,1039.43,100.57,66.06,179.69,0.7239,person
1,32,1.280,1187.19,858.07,95.64,218.63,0.8151,person
2,32,1.280,78.26,538.04,79.34,223.66,0.7505,person
3,32,1.280,1024.37,289.10,67.90,196.18,0.5393,person
5,32,1.280,752.20,619.54,72.67,237.16,0.6447,person
6,32,1.280,1319.55,481.55,71.36,216.67,0.6301,person
10,32,1.280,1002.57,807.33,119.17,263.08,0.7451,person
11,32,1.280,1040.23,102.61,66.07,178.53,0.7343,person
4,32,1.280,590.41,760.23,83.45,199.61,0.5042,person
9,32,1.280,1293.22,744.12,107.92,178.76,0.5445,person
1,33,1.320,1185.87,860.09,95.44,216.27,0.8011,person
2,33,1.320,78.47,537.32,78.59,222.68,0.7429,person
3,33,1.320,1027.21,290.50,66.61,192.26,0.5932,person
5,33,1.320,752.77,619.28,69.60,227.26,0.6246,person
6,33,1.320,1320.15,481.33,71.14,216.26,0.6420,person
10,33,1.320,1003.38,805.98,117.90,260.94,0.7631,person
11,33,1.320,1040.70,104.75,66.58,179.08,0.7445,person
4,33,1.320,589.10,757.82,85.54,203.24,0.6116,person
9,33,1.320,1293.94,749.19,120.30,203.68,0.5563,person
1,34,1.360,1185.02,862.58,95.25,213.76,0.7988,person
2,34,1.360,79.06,536.59,78.51,223.70,0.7668,person
3,34,1.360,1029.39,291.27,65.56,188.31,0.5650,person
5,34,1.360,751.90,619.23,68.38,223.08,0.6266,person
6,34,1.360,1320.08,481.46,70.89,215.76,0.6443,person
10,34,1.360,1003.81,804.78,117.23,259.80,0.7640,person
11,34,1.360,1041.99,107.26,65.62,176.09,0.6825,person
4,34,1.360,588.25,756.10,87.22,206.46,0.6141,person
9,34,1.360,1300.46,755.01,118.62,203.12,0.5497,person
12,34,1.360,359.49,264.31,60.87,177.82,0.5564,person
1,35,1.400,1184.70,864.62,95.13,211.02,0.7880,person
2,35,1.400,79.68,536.10,78.15,224.25,0.7591,person
3,35,1.400,1032.40,291.62,64.27,185.00,0.5893,person
5,35,1.400,751.38,618.73,68.19,222.03,0.6295,person
6,35,1.400,1319.98,481.26,71.08,216.68,0.6513,person
10,35,1.400,1002.16,801.72,118.29,262.27,0.7802,person
11,35,1.400,1042.46,110.63,65.23,174.28,0.6916,person
4,35,1.400,588.12,754.77,87.91,207.98,0.5700,person
9,35,1.400,1303.63,760.97,123.05,214.18,0.5640,person
12,35,1.400,361.82,266.11,60.63,176.87,0.5855,person
1,36,1.440,1182.74,865.43,95.82,211.08,0.8068,person
2,36,1.440,79.83,535.58,77.49,223.70,0.7410,person
3,36,1.440,1035.33,291.34,63.42,182.70,0.5569,person
5,36,1.440,749.93,618.19,68.32,221.70,0.6097,person
6,36,1.440,1321.13,481.21,71.01,216.51,0.6433,person
10,36,1.440,1001.95,798.66,118.75,263.56,0.7827,person
11,36,1.440,1041.63,112.91,65.29,173.91,0.6970,person
4,36,1.440,592.64,751.37,85.79,206.25,0.5347,person
9,36,1.440,1311.86,765.21,123.55,218.70,0.6228,person
12,36,1.440,362.69,267.10,60.26,175.54,0.6354,person
1,37,1.480,1182.19,866.15,96.63,211.40,0.8039,person
2,37,1.480,79.87,533.60,77.37,224.44,0.7456,person
3,37,1.480,1037.59,294.69,62.30,179.06,0.5563,person
5,37,1.480,750.71,618.35,70.07,223.25,0.5816,person
6,37,1.480,1321.55,481.55,70.87,216.14,0.6467,person
10,37,1.480,1001.97,796.35,118.65,263.33,0.7710,person
11,37,1.480,1041.28,114.67,64.97,172.46,0.6831,person
4,37,1.480,590.21,751.05,86.41,207.78,0.5261,person
9,37,1.480,1320.33,769.49,121.77,219.11,0.5640,person
12,37,1.480,363.33,267.43,60.18,175.48,0.5837,person
1,38,1.520,1182.23,867.25,96.58,210.18,0.8029,person
2,38,1.520,80.04,532.06,76.75,223.67,0.7474,person
5,38,1.520,751.14,617.47,71.18,222.50,0.5924,person
6,38,1.520,1321.59,482.28,70.78,215.93,0.6718,person
10,38,1.520,1002.46,794.75,117.17,259.38,0.7730,person
11,38,1.520,1040.03,115.57,66.30,176.51,0.6646,person
4,38,1.520,590.23,750.27,86.32,207.64,0.5447,person
9,38,1.520,1326.64,773.69,120.10,218.92,0.5565,person
12,38,1.520,365.00,268.09,59.79,174.52,0.6475,person
1,39,1.560,1180.85,867.89,96.53,209.93,0.8362,person
2,39,1.560,80.71,530.90,74.39,216.76,0.7581,person
5,39,1.560,751.79,617.34,72.81,223.33,0.6070,person
6,39,1.560,1321.56,482.74,70.53,215.47,0.6642,person
10,39,1.560,1003.55,793.06,115.88,256.27,0.7689,person
11,39,1.560,1039.19,116.30,66.71,178.04,0.6341,person
4,39,1.560,592.00,749.32,85.41,207.70,0.6151,person
9,39,1.560,1331.31,777.11,119.86,219.89,0.5952,person
12,39,1.560,365.63,267.92,59.85,174.97,0.5770,person
13,39,1.560,1714.10,435.52,86.87,235.25,0.6347,person
3,39,1.560,1041.69,295.35,61.99,178.10,0.5257,person
1,40,1.600,1180.02,869.02,96.22,209.38,0.8438,person
2,40,1.600,79.74,527.30,73.85,215.71,0.7478,person
5,40,1.600,750.91,616.63,74.41,225.05,0.5942,person
6,40,1.600,1321.27,482.54,70.41,215.39,0.6587,person
10,40,1.600,1005.68,791.99,112.87,248.89,0.7346,person
11,40,1.600,1038.88,116.61,66.37,177.63,0.6582,person
4,40,1.600,592.41,748.07,85.07,209.10,0.6225,person
9,40,1.600,1339.94,783.69,117.90,217.10,0.6430,person
12,40,1.600,367.66,267.93,59.94,175.40,0.5939,person
13,40,1.600,1714.64,436.94,87.66,237.37,0.5999,person
14,40,1.600,953.11,910.12,66.45,168.83,0.7027,person
3,40,1.600,1042.59,291.82,63.14,181.70,0.5780,person
1,41,1.640,1179.22,870.43,95.69,208.82,0.8483,person
2,41,1.640,79.41,526.67,74.15,217.84,0.7396,person
5,41,1.640,748.99,615.94,75.18,226.42,0.5981,person
6,41,1.640,1321.36,482.02,70.51,216.14,0.6415,person
10,41,1.640,1007.00,791.12,111.84,246.15,0.7564,person
11,41,1.640,1038.54,116.45,66.47,178.14,0.6673,person
4,41,1.640,594.26,747.15,84.38,210.54,0.6430,person
9,41,1.640,1346.03,789.30,118.59,219.91,0.5751,person
12,41,1.640,369.86,267.49,60.22,175.81,0.6199,person
13,41,1.640,1715.17,441.20,87.98,238.59,0.5882,person
14,41,1.640,950.39,908.23,67.58,171.53,0.6965,person
3,41,1.640,1043.45,289.49,63.91,184.44,0.6047,person
1,42,1.680,1179.61,871.10,94.87,208.38,0.8522,person
2,42,1.680,78.70,523.85,73.40,216.41,0.7649,person
5,42,1.680,746.22,615.62,75.58,227.01,0.6161,person
6,42,1.680,1321.47,482.13,70.45,216.23,0.6527,person
10,42,1.680,1006.96,789.87,111.81,246.09,0.7833,person
11,42,1.680,1038.35,116.65,66.82,179.41,0.6641,person
4,42,1.680,595.68,744.98,83.73,212.37,0.6781,person
12,42,1.680,371.39,269.20,60.16,175.22,0.6607,person
13,42,1.680,1717.74,446.46,86.86,235.88,0.5854,person
14,42,1.680,947.86,906.88,68.41,173.12,0.7508,person
3,42,1.680,1045.45,294.32,62.51,179.63,0.6678,person
1,43,1.720,1180.22,873.19,93.53,206.73,0.8452,person
2,43,1.720,78.32,519.89,73.70,218.20,0.7560,person
5,43,1.720,744.62,616.43,73.60,221.75,0.6163,person
6,43,1.720,1321.48,482.50,70.27,215.91,0.6548,person
10,43,1.720,1007.00,788.18,112.18,247.13,0.7761,person
11,43,1.720,1037.78,116.57,67.78,182.63,0.6773,person
4,43,1.720,597.02,744.24,83.00,213.76,0.6795,person
12,43,1.720,372.98,269.63,60.26,174.97,0.6250,person
13,43,1.720,1720.52,451.91,85.53,232.16,0.5483,person
14,43,1.720,946.18,906.57,68.82,173.43,0.7468,person
3,43,1.720,1046.95,294.62,62.77,179.59,0.6899,person
1,44,1.760,1181.10,874.41,92.40,205.59,0.8334,person
2,44,1.760,78.18,515.79,74.08,219.14,0.7398,person
5,44,1.760,743.53,618.10,72.57,219.56,0.6269,person
6,44,1.760,1321.57,482.19,70.00,215.40,0.6406,person
10,44,1.760,1006.50,786.71,112.56,248.40,0.7535,person
11,44,1.760,1036.90,117.11,69.31,187.59,0.6772,person
4,44,1.760,594.26,746.76,83.24,214.05,0.6344,person
12,44,1.760,373.50,268.33,61.09,177.44,0.6817,person
14,44,1.760,945.15,906.77,69.07,173.23,0.6439,person
3,44,1.760,1047.43,294.55,62.97,179.42,0.6515,person
9,44,1.760,1362.57,803.93,128.17,243.77,0.5416,person
1,45,1.800,1182.85,876.82,90.94,203.18,0.8172,person
2,45,1.800,78.42,513.05,74.00,217.89,0.7871,person
5,45,1.800,742.92,618.87,70.85,216.18,0.6214,person
6,45,1.800,1321.84,482.22,69.77,215.38,0.6518,person
10,45,1.800,1005.41,784.42,113.34,250.99,0.7207,person
11,45,1.800,1036.48,118.20,70.70,192.21,0.6663,person
4,45,1.800,593.45,747.61,83.45,214.56,0.5982,person
12,45,1.800,375.18,268.24,61.88,179.50,0.6849,person
14,45,1.800,942.56,905.37,70.12,174.63,0.5951,person
3,45,1.800,1048.44,298.36,61.96,175.10,0.6116,person
9,45,1.800,1372.97,808.11,121.00,232.37,0.5361,person
1,46,1.840,1184.67,880.41,89.06,199.59,0.8136,person
2,46,1.840,78.16,511.32,74.14,217.02,0.8047,person
5,46,1.840,741.59,619.50,69.81,214.91,0.6552,person
6,46,1.840,1322.20,481.88,69.73,215.85,0.6528,person
10,46,1.840,1004.63,782.92,113.63,252.19,0.6773,person
11,46,1.840,1036.60,119.19,70.69,192.50,0.6687,person
4,46,1.840,592.39,747.45,83.31,213.42,0.6066,person
12,46,1.840,375.20,268.73,62.10,180.91,0.6838,person
14,46,1.840,936.55,905.06,71.35,174.63,0.5948,person
3,46,1.840,1049.68,298.92,61.97,173.82,0.6260,person
13,46,1.840,1729.76,458.69,84.15,228.38,0.5297,person
1,47,1.880,1187.13,883.41,87.72,196.59,0.8047,person
2,47,1.880,77.63,510.08,74.90,218.19,0.7964,person
5,47,1.880,740.81,619.65,69.64,216.46,0.6836,person
6,47,1.880,1322.41,481.81,69.62,216.22,0.6637,person
10,47,1.880,1003.98,781.64,113.64,252.90,0.7219,person
11,47,1.880,1037.35,121.69,70.18,191.41,0.6850,person
4,47,1.880,591.66,747.19,83.69,213.61,0.6467,person
12,47,1.880,374.88,269.28,62.54,182.60,0.7108,person
14,47,1.880,929.99,904.95,73.17,174.72,0.6106,person
3,47,1.880,1050.32,298.84,61.94,172.47,0.6368,person
13,47,1.880,1732.44,459.54,83.71,227.64,0.5641,person
9,47,1.880,1384.73,819.28,127.09,247.57,0.5278,person
1,48,1.920,1189.78,884.60,87.37,195.40,0.8039,person
2,48,1.920,76.69,509.57,75.75,219.25,0.7757,person
5,48,1.920,738.83,615.52,69.86,221.04,0.6243,person
6,48,1.920,1322.21,482.28,69.55,216.14,0.6385,person
10,48,1.920,1003.75,780.14,113.83,254.67,0.6878,person
11,48,1.920,1038.17,124.00,68.22,185.29,0.6814,person
4,48,1.920,593.98,747.11,83.05,212.74,0.6129,person
12,48,1.920,375.51,270.25,63.73,185.68,0.7327,person
14,48,1.920,924.21,904.91,75.38,175.00,0.6233,person
3,48,1.920,1051.66,297.68,62.11,171.75,0.5789,person
1,49,1.960,1192.13,886.76,86.82,193.24,0.8150,person
2,49,1.960,75.72,508.59,76.90,221.24,0.7734,person
5,49,1.960,737.97,613.48,69.67,224.24,0.6180,person
6,49,1.960,1321.97,482.38,69.78,216.82,0.6414,person
10,49,1.960,1002.76,779.60,113.69,256.06,0.7260,person
11,49,1.960,1039.52,126.00,67.12,181.59,0.6983,person
4,49,1.960,593.29,747.30,83.56,213.86,0.6299,person
12,49,1.960,374.84,272.15,63.98,186.27,0.7198,person
14,49,1.960,919.15,904.86,77.81,175.14,0.6510,person
9,49,1.960,1407.63,829.02,103.84,199.82,0.5543,person
1,50,2.000,1193.95,888.59,86.38,191.41,0.8252,person
2,50,2.000,74.87,508.17,77.74,222.38,0.7720,person
5,50,2.000,738.23,612.86,68.70,224.43,0.6317,person
6,50,2.000,1321.92,482.48,69.71,216.38,0.6460,person
