track_id,frame_id,timestamp,x,y,w,h,confidence,class_name
1,198,8.258,476.92,990.43,143.43,338.70,0.7932,person
1,199,8.300,477.13,992.40,143.02,337.85,0.7749,person
1,200,8.342,475.88,995.27,144.43,342.61,0.7792,person
1,201,8.383,474.13,997.88,146.05,348.85,0.7623,person
1,202,8.425,471.78,997.59,148.02,357.21,0.7506,person
1,203,8.467,470.92,996.40,148.08,361.04,0.7621,person
1,204,8.508,473.38,996.70,142.39,348.83,0.7193,person
1,205,8.550,475.82,996.24,136.50,334.29,0.7409,person
1,206,8.592,474.62,996.60,136.69,335.63,0.7658,person
1,207,8.634,473.66,996.15,136.37,336.07,0.7661,person
1,208,8.675,473.47,994.03,135.24,334.44,0.7685,person
1,209,8.717,473.35,993.20,136.09,337.76,0.7693,person
1,210,8.759,474.68,993.30,133.07,330.15,0.7666,person
1,211,8.800,476.17,994.54,129.26,319.26,0.7586,person
1,212,8.842,474.28,996.10,132.99,328.94,0.7642,person
1,213,8.884,477.09,997.46,128.98,318.24,0.7553,person
1,214,8.926,477.58,997.08,129.73,321.04,0.7657,person
1,215,8.967,476.77,996.36,131.85,328.10,0.7676,person
1,216,9.009,478.10,997.31,129.80,324.07,0.7551,person
1,217,9.051,480.64,998.11,124.45,310.29,0.7497,person
1,218,9.092,482.92,998.62,119.78,297.36,0.7624,person
1,219,9.134,483.67,999.87,117.46,289.82,0.7478,person
1,220,9.176,483.52,999.87,117.57,287.98,0.7403,person
1,221,9.218,483.95,1000.81,118.40,288.64,0.7318,person
1,222,9.259,484.30,1001.29,119.18,289.66,0.7173,person
1,223,9.301,484.36,1001.42,119.60,290.30,0.7201,person
1,224,9.343,484.93,1001.29,119.29,289.33,0.7077,person
1,225,9.384,485.12,1002.20,118.87,288.37,0.6971,person
1,226,9.426,485.07,1002.86,118.51,287.41,0.6717,person
1,227,9.468,484.26,1002.09,119.29,288.99,0.6655,person
1,228,9.509,481.82,999.32,123.48,299.50,0.6773,person
1,229,9.551,481.63,997.99,124.02,301.10,0.6971,person
1,230,9.593,479.90,996.99,126.92,309.74,0.7024,person
1,231,9.635,481.42,998.53,123.73,302.19,0.6458,person
1,232,9.676,482.98,999.34,120.10,293.43,0.6572,person
1,233,9.718,483.50,997.94,118.49,289.39,0.7089,person
1,234,9.760,483.49,997.68,118.05,288.22,0.7100,person
1,235,9.801,482.70,996.80,119.01,291.04,0.7018,person
1,236,9.843,482.69,997.35,118.81,290.87,0.6798,person
1,237,9.885,483.46,997.98,118.02,289.32,0.6793,person
1,238,9.927,484.48,997.93,116.90,287.11,0.6639,person
1,239,9.968,484.12,999.17,117.78,290.47,0.6671,person
1,240,10.010,484.01,998.09,117.94,292.11,0.7005,person
1,241,10.052,484.22,998.28,117.21,291.51,0.6794,person
1,242,10.093,484.67,1001.26,116.69,291.11,0.6326,person
1,243,10.135,485.27,1002.06,116.68,292.15,0.6751,person
1,244,10.177,486.76,1003.26,115.06,288.91,0.6545,person
1,245,10.219,487.29,1004.72,114.81,289.02,0.6291,person
1,246,10.260,490.63,1005.63,112.73,286.91,0.5810,person
1,263,10.969,493.31,1003.98,103.54,260.23,0.6061,person
1,264,11.011,493.07,1000.46,104.78,262.68,0.6487,person
1,265,11.053,493.04,1000.01,104.84,263.01,0.6197,person
1,266,11.094,493.47,1000.54,103.88,260.43,0.5644,person
1,267,11.136,492.90,1000.40,105.08,264.06,0.6056,person
1,268,11.178,494.08,1004.40,104.31,262.04,0.5565,person
1,273,11.386,502.25,1008.38,95.66,240.49,0.5011,person
1,274,11.428,502.40,1007.21,97.21,246.37,0.6187,person
1,275,11.470,501.78,1007.48,98.57,251.35,0.7066,person
1,276,11.511,502.80,1007.69,98.04,251.28,0.7759,person
1,277,11.553,503.66,1006.79,97.58,251.01,0.7913,person
1,278,11.595,504.67,1007.05,96.44,248.70,0.7723,person
1,279,11.637,504.68,1007.09,96.42,249.32,0.7661,person
1,280,11.678,504.76,1007.28,95.50,247.05,0.7527,person
1,281,11.720,503.92,1004.99,96.15,249.18,0.7727,person
1,282,11.762,503.63,1005.13,96.05,249.44,0.7786,person
1,283,11.803,503.17,1007.02,95.62,248.22,0.7592,person
1,284,11.845,502.60,1008.40,95.33,247.24,0.7337,person
1,285,11.887,501.81,1007.34,95.27,246.64,0.7372,person
1,286,11.929,500.20,1009.47,96.14,247.93,0.6899,person
1,287,11.970,499.13,1010.30,96.81,248.81,0.6922,person
1,288,12.012,499.52,1011.26,96.23,245.96,0.6403,person
1,289,12.054,499.53,1011.21,95.84,244.09,0.6282,person
1,290,12.095,500.08,1011.84,95.06,241.06,0.5929,person
1,291,12.137,499.94,1012.81,94.56,238.67,0.5900,person
1,292,12.179,499.65,1011.26,94.85,238.87,0.5659,person
1,293,12.221,499.78,1011.18,94.73,238.10,0.5935,person
1,294,12.262,500.20,1011.01,94.47,237.18,0.5180,person
1,296,12.346,497.67,1011.07,94.89,237.76,0.5711,person
1,297,12.387,498.77,1008.52,94.21,235.47,0.6099,person
1,298,12.429,500.62,1009.49,91.49,226.82,0.5234,person
1,299,12.471,501.20,1010.65,92.07,227.70,0.5637,person
